distance_km,num_stops,weight_kg,month,origin_congestion,destination_congestion,weather_severity_encoded,carrier_delay_rate,route_avg_delay_days,cargo_type_encoded,origin_port_encoded,destination_port_encoded,carrier_encoded,delayed
7201.788135922336,4,29849.004585046063,12,0.3370637360119081,0.08006171772058623,0,0.07049305120378174,8.331419675119223,4,3,7,2,0
11681.462455322933,0,14074.02467010568,6,0.9087636330396195,0.3995090777369359,0,0.3141104916958757,8.296474176043127,5,8,5,3,1
12254.271005880513,3,21738.013105974947,10,0.45080326175914476,0.7514320191148862,1,0.49947541820675306,9.780880075975832,5,0,9,0,1
4474.370793798831,0,14903.26425479537,11,0.5284488673460757,0.4586802788882769,0,0.3419274616955126,0.5570304674632387,0,7,4,4,0
21346.06949693801,2,13014.80935856795,2,0.6564779838302423,0.4052690080201573,0,0.08732178423474424,3.9984819823599826,3,1,2,1,0
17165.35570226396,1,12368.137845441463,9,0.06765604243153467,0.3660071888394212,2,0.4762884951028525,9.135877459024494,0,2,9,1,0
20699.227243630066,2,15188.278019657759,2,0.7812881414632452,0.4589168226695497,1,0.567732356567826,4.673378176002904,0,1,0,4,1
19738.78803419445,2,11070.180289774713,5,0.5125073100860356,0.31822895213266544,1,0.5185141768996301,8.712966234232699,2,9,9,2,1
13354.84954443833,4,22488.322322472053,3,0.6571769358449668,0.6121841949118747,0,0.24941283976024642,0.17656450670396118,4,5,4,3,0
20320.29605299701,2,26240.733595086345,10,0.7720120654136914,0.063565979524695,0,0.3441531112769975,5.043678186690517,1,4,0,3,0
2402.588794116269,3,26498.270668691006,12,0.8740993907642146,0.8073881734473142,0,0.3752216860000516,9.224522159175857,3,6,0,4,1
4713.631542011622,2,6908.191531432195,9,0.392220416952931,0.17316694715333758,0,0.4436892224807706,2.6128288577524525,3,8,2,4,0
1472.3867115765684,3,26887.683248071575,9,0.8114298926822551,0.6334447282887445,0,0.41633783543876246,9.29658309841567,4,6,1,3,1
7494.602111410183,0,10312.381832467641,7,0.2588368955659017,0.44988252305224075,0,0.159489306612548,0.0847728720915053,1,8,4,3,0
8856.561728323863,4,9348.2991980104,10,0.6603356509573663,0.7734935468788069,1,0.5136711143703215,0.7892753785518358,1,4,4,4,1
6334.004183138762,3,21830.006116207252,5,0.1027073006796394,0.8261399868210566,0,0.5170503162753335,4.768246225160826,1,2,6,2,1
18317.85644676648,2,9210.420568580053,9,0.020030467424075216,0.2042003721856671,1,0.27239336546815474,1.0637960844636363,4,2,4,1,0
8170.196523912169,4,1683.6955277303323,7,0.09576312611263971,0.6771791474377556,0,0.12200308456511103,2.2559731554918816,5,3,6,1,0
6540.091958278686,4,11271.17139207821,2,0.3193824865624758,0.18990750676750623,0,0.3847117104422615,2.9752502137852233,0,1,7,0,0
12167.965787902342,3,21671.821450714633,10,0.031094613824664274,0.12399826083488463,0,0.24649296036535578,4.814960093632,5,2,0,4,0
3529.870836957397,3,9876.056766078278,1,0.6304912721872625,0.9302961014712511,1,0.45776484579294935,3.9051363532266725,3,8,3,0,1
17747.235086211855,1,18923.81577425488,10,0.3165445383822648,0.16438907044134288,0,0.22361140780999517,9.221476386495958,1,8,0,0,0
2102.838839115073,1,19837.5713834676,10,0.736376067714298,0.22813193258273334,1,0.19464960170590173,8.86014661486803,5,7,5,1,1
21718.069136911123,4,22038.70675061805,4,0.04591513626960564,0.13032400778796893,0,0.5272407043668426,7.480708911134118,0,1,3,3,0
17103.262539878135,1,26924.200942697,10,0.21670156654749817,0.47029188937145583,0,0.38870129455671193,6.593083110390076,3,8,8,3,0
4772.3871529847065,2,13033.6785281261,8,0.4080034253296986,0.9196073225243904,2,0.09729540384190336,2.0434106023000345,3,4,0,3,1
618.7255181574516,0,5076.319092207466,6,0.3826515622940463,0.2640557387122444,0,0.42914956598681964,6.018262583796167,2,7,6,4,0
18032.420711778934,4,9635.878891413493,2,0.13099867283634048,0.5418521307492897,0,0.46400345327071785,1.470627675416507,1,5,7,1,0
15697.432892723768,0,13021.800929702178,5,0.9941368135816571,0.4114587370927649,0,0.17936198738831877,4.527191176908608,4,1,0,4,0
16173.654112881228,1,21445.35493291058,9,0.2844395808338359,0.336009410840477,2,0.5822109911954132,4.615237517731824,0,0,3,4,0
17082.312453747832,3,492.3515542928417,6,0.7210320846514631,0.5721526912635747,1,0.25507203560658,6.897099565721312,1,3,0,2,1
2091.9600122829424,4,9541.982964852381,6,0.2200266972117182,0.5588929011688109,1,0.56731561735557,8.351267251406894,4,3,5,3,1
8207.01316370186,1,23417.293172477574,7,0.877851210726084,0.35936660088400063,0,0.21148930788084963,3.205022693971232,0,6,2,2,0
2991.1847797902888,2,20158.64532958779,11,0.3877583101496924,0.8505632965660417,0,0.3850577896503235,0.4118127615875178,0,1,4,2,0
19056.72365632526,4,21979.025210209595,5,0.9009024889891045,0.05317210774952519,0,0.33466342610005434,0.46970371650907117,4,3,0,1,1
13900.909726792495,4,24373.142006231923,3,0.34183491963397106,0.08523839516730791,1,0.595687199165437,8.748242882872413,4,9,0,3,1
7614.307534331958,3,23518.74799445107,3,0.00864382149691345,0.9907812599667379,0,0.2745955851373269,4.863258602819754,1,0,6,0,0
1866.5045311495082,4,20497.276667968064,5,0.5170204310784614,0.7476829120511791,0,0.1486098649132888,2.480125830891006,3,6,5,2,1
7186.119916886737,3,13245.87981788066,4,0.5247879361510964,0.8039289034300985,1,0.5082648747050893,0.3228672739930194,0,2,8,2,1
7491.441423575062,1,29509.590033456803,5,0.11983418278863556,0.6027010751387972,1,0.0731242890250845,5.28764338045669,3,7,4,0,0
16186.532834268377,2,17115.288548143206,9,0.23496357341929242,0.4198604260264598,0,0.5367258158631019,1.370947798535107,1,0,0,0,0
14207.485634137081,2,6162.79936012829,5,0.7834955909813494,0.6292268787323075,2,0.1108242213801483,4.170280672000663,3,0,7,1,1
19575.07396539102,4,8855.104367633054,4,0.03675582462865923,0.09258470560871301,0,0.3646068408835142,5.160777150160704,5,8,0,2,0
10652.62089098191,4,20837.517433517052,4,0.48952668668668065,0.7577691683021629,0,0.44237842474690536,2.2920032579655727,1,4,0,2,1
3071.2762876734864,1,27749.712999463958,1,0.5304081234135628,0.5407430471438495,1,0.2349778373269676,1.988368061721012,5,3,9,1,1
15834.762925294393,3,5443.731863256336,10,0.688712060676124,0.9567318905380923,0,0.5146077919490072,0.19808070692859392,5,3,8,0,1
16856.878545263295,2,2562.1602227990115,4,0.03745626740013519,0.6374752577076498,2,0.37653773316761574,5.855207851045394,5,7,6,2,0
12567.45974774417,3,26457.778336455984,12,0.5856463270904639,0.1516925371784511,0,0.26733573970470464,2.0044121105642954,4,8,4,0,1
17075.79436902306,1,27466.811569493748,4,0.0030980365781831942,0.47755011497804667,2,0.22894994156759796,8.782284458278488,2,6,4,4,0
11116.6053218344,2,8363.742424945394,9,0.26517836728919064,0.05782224921932111,0,0.1116045299956107,6.037765497758473,4,7,9,2,0
11738.755831712871,2,11380.843158700072,11,0.4996842553164812,0.7454295592918714,1,0.40219995852847695,5.564143297470507,1,1,7,4,1
9692.131894708817,0,19839.621125185968,4,0.9112813374256171,0.5018315215683176,2,0.2502236204832197,5.046846646081359,2,9,2,2,1
1046.5112249980466,1,9964.907623189996,7,0.12658981600553543,0.3696533697923695,0,0.22630830169644806,2.1531007839090313,0,6,0,0,0
2819.665680356046,1,26327.045377274582,1,0.16928912900327509,0.9685493816720391,0,0.5724713903121921,9.694104442769909,1,3,4,4,0
1175.7274922647864,0,3316.603211144495,7,0.6692500643838276,0.9405985189673799,0,0.20003867396331232,9.670446294744156,2,7,4,1,0
14182.823842171278,3,1235.6684067098367,2,0.37486169382239887,0.9528319968261196,1,0.5321108108832809,3.2127242457983076,3,9,6,3,1
7258.6535931410235,0,6333.737581609406,12,0.6234214019228718,0.2209702422169102,0,0.5861928121564295,7.762162240229746,2,7,9,1,0
11434.26986004111,1,8654.024568328574,11,0.9974541671342672,0.7285695957189922,0,0.5025069718547807,1.1924606571089436,5,9,7,1,1
20012.679189411,3,3476.505079537364,8,0.9868716613488541,0.9453821372024561,1,0.060734384794356756,7.805288456318466,0,1,6,4,1
5859.782926700811,2,2064.143837285337,1,0.3537135794944214,0.5708702567066337,1,0.5277431945215254,2.8633193297128514,4,8,6,4,1
9323.232845266039,0,22692.67063370377,10,0.5039253538248326,0.21416034393317118,0,0.16737843546995781,2.8913447596725748,5,5,8,1,0
16744.349478675547,3,5011.869320477495,3,0.9046901586293933,0.8178124638822623,1,0.24430269421795087,5.072333094475989,5,4,0,4,1
5419.160558069883,3,27426.27375208249,8,0.09216766240855756,0.8799182473267118,0,0.5953707560740006,3.923289616687465,3,8,7,1,1
2155.0680613190493,3,11103.189877298071,10,0.45230390383684704,0.703235386386514,1,0.2727378226950851,1.178311429737905,4,2,8,2,1
6729.656237646012,0,20151.11371066823,8,0.37757734831645895,0.2935528775355962,0,0.41015918987115096,5.9307714292995435,0,4,1,3,0
3966.257675961095,2,6839.523231587127,11,0.29488277266099727,0.19069389865445274,0,0.22089555292216795,2.138436093822711,3,4,3,2,0
20488.49952536532,3,7285.650777906819,5,0.9942042119223482,0.6242698011967175,1,0.25318576776758167,4.444797813048566,0,7,7,4,1
17874.588160634965,0,17283.8051657405,5,0.7335492939723779,0.48280052480244795,0,0.3786939306509498,2.310106898308477,0,8,7,1,0
14118.180764974104,1,16863.223461864985,8,0.388746992392922,0.6687827244132721,0,0.5715571601633707,8.575852416265553,1,8,2,2,0
19236.40268903593,0,23085.003917561233,10,0.8290218916654192,0.11169966546236598,1,0.20535056063876583,3.380216772720682,3,4,0,1,0
17778.94965333096,0,22758.617840258554,5,0.48966610071205685,0.1359135510480638,0,0.18605130387372903,8.874908251659644,1,1,6,2,0
4511.256266049771,0,20153.564163443465,9,0.8728244123678587,0.36288955597687156,0,0.0644510081725797,3.260972435593046,0,9,0,0,0
19690.018467534523,3,13529.00392021538,1,0.26637984563057837,0.25876028762887504,1,0.1611598418215871,1.7949707205331067,1,5,6,0,0
12095.858201186491,0,26730.147549790454,5,0.22360022738706542,0.6193386310926708,1,0.19432690517828588,5.766346426824969,5,3,7,0,0
17859.963336027344,1,18715.09685761683,3,0.24728668124744757,0.36754052936218806,1,0.0845816663380941,5.5513777625574665,4,8,2,3,0
19765.962948355103,3,29706.93486482448,3,0.5384805761250524,0.6839707861478839,0,0.35998482828641404,6.189135571129571,2,7,9,2,0
7337.074711895073,1,24599.157556237322,2,0.29131339115513466,0.7687984021056897,0,0.11972039831628753,3.021395985763492,1,5,1,4,0
2866.1163773450503,4,1424.863356025954,3,0.1471196841463841,0.18716757021918173,0,0.33109201944559247,3.1996891586337153,4,1,3,2,0
5400.605994651746,0,9685.757821701502,7,0.9946279185057321,0.919823835415061,0,0.1539397254928184,2.3743008352758634,0,2,0,1,1
9682.81745546451,3,17199.083922481455,8,0.9004332274414101,0.7871598402865702,0,0.5646490258874209,9.284009702249964,1,1,1,2,1
18087.317467333603,3,21671.939182357466,12,0.6350124374930797,0.6267808021542753,0,0.21890365893571467,6.829557315638784,1,5,8,2,1
19005.707540011383,0,16555.06128308205,8,0.8915428739239459,0.9089288547481374,2,0.101110661148935,7.562557487942132,4,3,7,0,1
649.4708064206002,2,23605.299631619237,11,0.9354627375078188,0.2658687496191996,1,0.5098848789652703,1.941631401075603,0,0,8,1,1
11481.067005417663,2,8551.404017444604,8,0.6761082918658355,0.421713201972018,0,0.271120007454683,6.615782908664944,4,8,0,2,0
9474.336567698749,1,5598.970331861469,1,0.5186797786913082,0.08578698040060162,0,0.5010665035188511,7.626643172623186,3,5,9,3,0
5275.3179251207,0,1712.108845314126,11,0.8820017922146772,0.4561818211571078,0,0.22186927072524948,3.424561070762363,0,1,5,4,0
3077.1053976741805,0,17242.08096268851,7,0.5677969969129095,0.5064007295977209,0,0.32502077667558343,1.5769260701247456,0,2,0,0,1
7758.726185178001,4,20689.125668197306,2,0.126800542853874,0.6160669236600617,2,0.29494651617706824,6.970042495111962,4,7,6,2,1
20772.558634119163,2,9851.87654186891,11,0.36685600045750577,0.06403921308436733,0,0.3568484928470242,6.111435920334699,4,8,9,1,0
7448.863038446238,2,18446.16712719071,10,0.44592095173537705,0.0324660192337024,1,0.27090815194327583,5.75618248142197,2,8,4,0,0
11653.99836748237,0,1659.5012025145443,4,0.9353690161355955,0.4198901652810969,0,0.32324118284443304,1.825666459055617,4,4,7,0,1
15614.907616246324,1,3068.871054274429,5,0.6591854723058224,0.18913331227592522,1,0.42363013467585703,2.624920904379473,3,3,5,2,1
8318.036451154821,0,21082.4676905291,12,0.8752775627958908,0.7587883421524628,1,0.27807552806207997,6.248845291896271,3,4,0,1,1
21393.314778500655,1,11105.284185997232,1,0.7575917008399362,0.6687362841352302,0,0.42642261053126007,6.135862240850151,4,0,6,1,1
21192.616841255393,2,20172.887529979867,4,0.30986088652268295,0.32582697438305186,0,0.44286605557004494,5.547228334817777,2,2,5,3,0
5913.319360245329,4,24968.46149636955,4,0.7187089930641832,0.045783265163332754,1,0.4619097211041776,7.681393659872465,2,8,2,0,1
11190.842876686287,3,25593.410880535896,9,0.19529973592387462,0.18244362384351764,0,0.30901525982233025,8.146571979027819,3,7,7,3,0
6968.883661060548,2,5247.8125993870835,9,0.40814581171746767,0.691679342613111,0,0.05208454424114529,2.7651413537660585,0,3,2,1,0
6624.070629115554,1,14639.938613305261,11,0.8060918571559321,0.9901648933369768,0,0.4644310899654656,1.5760756429117628,1,0,7,4,1
1293.0693681224552,0,22044.409036611345,10,0.6119291619152283,0.3264604050995823,0,0.5499968148578075,2.0116778410171166,5,2,4,4,0
13605.633180567782,2,23242.01982838062,1,0.825412505952615,0.8019962869653935,0,0.4089398315000078,2.813087959317253,1,3,9,4,1
11307.598999420523,4,23561.81182379344,8,0.2547035823500513,0.8670964915987571,0,0.33850086326200457,9.477485726091688,5,3,2,2,0
1606.793151874771,1,6922.203297979475,4,0.749748832427295,0.048180872158477106,2,0.3577752291776712,1.3716211507151244,2,0,7,2,1
6490.898981087146,0,5856.791049940823,4,0.20232436144183652,0.9162215979222146,0,0.4024464672991081,8.787614911253463,5,5,1,1,0
20027.716548283053,3,17741.372801383506,5,0.5453041723980072,0.4662027043699545,0,0.5991885547221543,2.0337745920416395,0,8,9,3,1
5650.580649339907,1,22258.46535237277,2,0.4335345944544313,0.9642422065371677,0,0.08413076581316858,3.484457130493548,3,7,0,2,0
3615.2397499612966,0,9642.271514472379,1,0.556475857770807,0.5385558274531159,0,0.061650593489601765,1.2587266339631131,2,1,7,1,0
11023.234345967605,3,3230.684190186404,5,0.1355334240282725,0.23514350989864785,1,0.5802923889201793,1.0336035097576057,2,6,7,4,0
21691.484763377914,0,21530.716849011318,7,0.3612278755130117,0.9746683074076278,2,0.2922610508114812,0.9514304312287236,1,2,3,4,1
5704.1883374972585,3,9060.965158262134,10,0.6669038308661737,0.24330491411596689,1,0.38679453132574404,3.4275890666579425,1,5,6,0,0
14950.914269226389,3,5074.245456920483,9,0.5585307940810273,0.8824782275975037,0,0.4643925196506358,5.236920889942278,4,1,2,3,0
16874.821729567426,3,4516.933499074236,12,0.5489697589118196,0.17312849471855007,0,0.4581529265916939,2.0080754001236,3,7,8,1,0
5609.207195836593,0,9515.795471048817,12,0.5108301121312544,0.674767572756628,0,0.4059568062240971,9.326742314462974,0,3,0,1,1
16156.651495154982,3,17821.07417082099,2,0.9438849100388784,0.411291608886194,0,0.30954034590764046,5.864187801675689,3,5,7,4,1
8407.337353463943,1,10816.226936945117,12,0.9345696979397342,0.972018173151445,0,0.36684303800111173,8.850647549504083,4,2,6,2,1
14094.575357761958,4,717.7893626436046,8,0.36014497279829427,0.18477263113925457,1,0.4513053089737932,1.4881878364755063,5,0,7,2,0
14120.888781359236,4,2997.562196866551,7,0.3518950115842048,0.40879467300808103,0,0.5179479840396455,1.434944880728174,3,1,4,1,0
12019.155707607308,3,8786.04709123871,2,0.5548984565730611,0.6397763240437412,0,0.1200172258775914,8.467527020828001,1,9,7,2,1
2441.2300561697784,4,19825.164016198047,5,0.0956062841392078,0.9776204232754402,1,0.20287723254117368,5.6798135456869385,3,7,6,1,0
18459.003655168617,4,3045.6006967091616,7,0.3030067007675159,0.3038630766313405,2,0.26867711750866546,9.38586795271088,0,5,6,0,0
7396.771396892321,3,16863.639919670386,3,0.23086756580117274,0.3968710510447775,0,0.4160240444684548,1.4689685234775307,5,3,4,2,0
4510.147973596866,3,3684.5875376377276,2,0.22338966833642848,0.4617919873223596,0,0.2676192780783807,0.2601797962086305,5,8,6,0,0
1376.6655434274242,1,6427.2982877465065,6,0.6385055258952679,0.2527004912961761,1,0.18138677609777298,9.165605490855185,5,6,9,3,0
13204.1982785472,2,5248.436973917306,10,0.38435033434414934,0.8173547004036422,0,0.06822863887805,6.98837105247886,2,0,0,0,0
15067.633779609072,0,2110.1362035672337,6,0.17116437475830626,0.0919956057523027,2,0.5133793676728564,8.071680483499723,0,5,7,3,0
856.6383219489073,3,20172.76153985905,11,0.8875718449877595,0.7047899317063026,0,0.28041356960661684,2.9601401359915016,0,3,8,0,1
11510.00075343454,3,13955.766066842432,4,0.8741486879377942,0.5339289699575355,0,0.23107594940360354,0.030664194831129254,1,5,9,2,1
5369.659166755666,4,24948.497882830412,1,0.8624629235322352,0.24192695598571246,0,0.34195442161983375,4.828798495490627,0,7,3,0,1
14371.214993803173,1,3056.836115471277,5,0.39074494225779277,0.49283047353404874,0,0.11760588268110717,9.900094157846905,4,8,4,2,0
4248.878223607317,4,4427.51470680836,1,0.05698245351045239,0.8299490921942051,1,0.26854709695343604,9.075374170678531,4,2,6,1,1
15355.161369203019,3,9263.086167378473,11,0.10674201789443605,0.4454416039221264,1,0.46348215589976344,0.7202278504409276,4,1,5,1,1
8814.809945461555,3,22999.393009470365,11,0.2760480797712992,0.12189776491497717,2,0.4548645970320866,1.8778365997352853,3,9,5,3,1
20639.694757839792,4,9242.188812355394,8,0.21997000410865464,0.040801962131519764,0,0.47454299981488446,3.1122789711881174,3,6,6,4,0
3456.700299138855,3,12311.719354210909,2,0.8739856201488354,0.7777962941135569,1,0.3070794006562259,8.304004552763839,3,6,8,0,1
7832.926547580558,2,9117.94663228522,9,0.9863581803892595,0.3304331458340406,1,0.2529025483306511,8.247144317460068,3,2,1,2,1
2939.680706672665,0,2498.706324850796,9,0.8166736623318024,0.9312446965741359,1,0.5072922742055453,1.8500450283385472,0,4,4,4,1
20380.9127929891,0,28189.065324596002,3,0.7298489027491885,0.6171471810005225,0,0.14531007083828246,5.330800771447405,5,9,6,1,0
19362.79609769109,0,16501.315862928546,6,0.5886241399273142,0.4362838911681629,1,0.448825779079979,5.017948658774806,3,7,0,2,0
6045.744995875845,2,23656.212326746354,9,0.7699082991798728,0.5644649201507126,0,0.5383710114230906,4.142804957979464,1,2,6,2,1
14689.656989734849,3,19784.877056340352,7,0.9470333121923908,0.4571326449126326,0,0.2073837530617625,5.3592045590197195,5,7,8,4,0
18070.27730432614,4,15476.202943953054,4,0.601344669907081,0.9058110823832864,0,0.15878748221927602,2.927888640257923,1,2,8,2,0
12436.81744938844,1,2781.3798741154656,3,0.1546132440198339,0.45802186936729083,1,0.33188853258706036,5.315491726585096,2,3,6,4,0
11887.48743465414,3,19317.7330035821,2,0.1638583172687197,0.10406450858874738,1,0.1690148750534687,6.856081830756234,5,2,9,0,0
5699.824254359712,2,4745.573642511281,10,0.5838628031285862,0.5970880391584586,0,0.5289226850115958,0.6250327733434036,4,4,5,0,0
2501.709507826833,2,12490.056763752671,10,0.33346853978480784,0.622981046150319,0,0.18442929555413556,9.673058998757007,0,7,9,0,0
19790.138795996525,0,18910.482990064866,1,0.9102473752449693,0.7653300727930347,0,0.22268125680507195,1.6530359896679225,1,4,0,1,1
19858.988229011604,3,23488.64711411649,11,0.6116423338359723,0.9332841415510088,1,0.5386307478751677,3.602986632197107,3,6,5,4,1
14111.681331375261,0,20582.850753687726,10,0.6764926134233603,0.44308168212345045,1,0.16309189098311028,4.706273625122561,4,3,3,0,1
7789.140507547065,1,20178.8525187334,11,0.005820710100902571,0.3520766066073058,0,0.5366312142266652,0.40984440528623045,2,9,3,1,0
8008.005854172209,0,4556.362054338704,1,0.498848552062623,0.49077101574749926,1,0.1653916276682617,5.483618355825707,1,1,1,1,1
16108.047095710146,1,10449.243348140479,12,0.4311647213889117,0.9001989019112971,0,0.5514931137942116,8.699737669656148,0,5,7,1,0
19787.870588980408,2,1383.076952539805,4,0.705871856767533,0.9799823818365201,0,0.22470304670288122,9.010181629474431,2,4,8,0,1
19572.35812170002,0,21612.35910597629,4,0.3826386603333657,0.9712350066137421,0,0.18542902530749106,3.261916275892723,4,7,0,2,1
17267.32423593891,0,28582.320841390832,9,0.9765750318871623,0.22969551280522804,0,0.3124543740576906,5.587966086759943,3,7,6,0,0
14303.680392317186,4,7996.900666354366,10,0.6702031815564018,0.4968953615618763,1,0.25307292682764104,7.7679743160971535,3,0,6,1,1
2309.00924739355,2,2722.1316039530484,1,0.6599183331425894,0.25947402585501145,2,0.1609623278710341,2.5284571188618044,5,7,6,3,1
3975.017353034196,4,14319.545294934242,11,0.9193411447579827,0.36798278236704707,0,0.23609458894914093,5.284725081084273,4,2,3,0,1
19818.915053332203,1,25715.276871514307,4,0.9952048338983457,0.0316841055415471,2,0.44227613877202027,3.66721599664848,1,1,5,0,1
